id;mecha_list
9216;Hand Management
9216;Push Your Luck
9216;Tech Trees / Tech Tracks
274637;Action Points
274637;Card Play Conflict Resolution
274637;Hand Management
274637;Line of Sight
274637;Point to Point Movement
274637;Team-Based Game
274637;Variable Player Powers
194655;Grid Movement
194655;Map Reduction
194655;Race
194655;Square Grid
194655;Team-Based Game
194655;Three Dimensional Movement
194655;Variable Player Powers
339789;Bingo
339789;Narrative Choice / Paragraph
339789;Paper-and-Pencil
339789;Pattern Building
339789;Race
339789;Scenario / Mission / Campaign Game
339789;Simultaneous Action Selection
339789;Solo / Solitaire Game
176494;Catch the Leader
176494;Commodity Speculation
176494;Set Collection
176494;Tile Placement
176494;Turn Order: Progressive
228341;Dice Rolling
228341;Open Drafting
228341;Point to Point Movement
228341;Worker Placement with Dice Workers
19857;End Game Bonuses
19857;Follow
19857;Hand Management
19857;Multi-Use Cards
19857;Set Collection
19857;Sudden Death Ending
19857;Variable Phase Order
198994;Deck, Bag, and Pool Building
198994;Hand Management
198994;Once-Per-Game Abilities
198994;Take That
223040;End Game Bonuses
223040;Hand Management
223040;Open Drafting
223040;Set Collection
20551;Action Queue
20551;Area Majority / Influence
20551;Area Movement
20551;Auction/Bidding
20551;Cube Tower
20551;Simultaneous Action Selection
20551;Variable Phase Order
31481;Dice Rolling
31481;Events
31481;Real-Time
31481;Relative Movement
31481;Team-Based Game
31481;Tile Placement
31481;Track Movement
421;Auction/Bidding
421;Hexagon Grid
421;Investment
421;Market
421;Network and Route Building
421;Ownership
421;Stock Holding
421;Tile Placement
421;Victory Points as a Resource
146508;Cooperative Game
146508;Dice Rolling
146508;Move Through Deck
146508;Narrative Choice / Paragraph
146508;Storytelling
146508;Variable Player Powers
165722;Real-Time
165722;Score-and-Reset Game
3;Area Majority / Influence
3;Hand Management
3;Hexagon Grid
3;Once-Per-Game Abilities
3;Set Collection
3;Tile Placement
27708;Action/Event
27708;Area Majority / Influence
27708;Campaign / Battle Card Driven
27708;Hand Management
27708;Simulation
128621;Contracts
128621;Hand Management
128621;Turn Order: Progressive
128621;Worker Placement
27833;Auction/Bidding
27833;Loans
27833;Network and Route Building
27833;Ownership
27833;Pick-up and Deliver
27833;Tile Placement
300322;Advantage Token
300322;Automatic Resource Growth
300322;Contracts
300322;End Game Bonuses
300322;Hand Management
300322;Income
300322;Increase Value of Unchosen Resources
300322;Market
300322;Modular Board
300322;Solo / Solitaire Game
300322;Turn Order: Claim Action
300322;Worker Placement
364073;Contracts
364073;Open Drafting
364073;Race
364073;Set Collection
140620;Action Retrieval
140620;Deck, Bag, and Pool Building
140620;Delayed Purchase
140620;Hand Management
140620;Open Drafting
140620;Race
140620;Resource to Move
140620;Solo / Solitaire Game
140620;Track Movement
140620;Worker Placement
260605;Betting and Bluffing
260605;Dice Rolling
260605;Roll / Spin and Move
260605;Track Movement
286096;Area Majority / Influence
286096;Contracts
286096;Dice Rolling
286096;Events
286096;Grid Coverage
286096;Hand Management
286096;Hexagon Grid
286096;Income
286096;Map Addition
286096;Once-Per-Game Abilities
286096;Open Drafting
286096;Push Your Luck
286096;Solo / Solitaire Game
286096;Square Grid
286096;Take That
286096;Tech Trees / Tech Tracks
286096;Tile Placement
286096;Variable Player Powers
286096;Variable Set-up
232405;Action Points
232405;Area Movement
232405;Betting and Bluffing
232405;Card Play Conflict Resolution
232405;Dice Rolling
232405;End Game Bonuses
232405;Hand Management
232405;Pick-up and Deliver
232405;Take That
232405;Variable Player Powers
127060;Dice Rolling
127060;Set Collection
127060;Worker Placement
127060;Worker Placement with Dice Workers
155068;Action Retrieval
155068;Dice Rolling
155068;Grid Movement
155068;Line of Sight
155068;Modular Board
155068;Scenario / Mission / Campaign Game
155068;Square Grid
155068;Take That
155068;Variable Player Powers
204583;Open Drafting
204583;Tile Placement
204583;Turn Order: Stat-Based
224783;Area Majority / Influence
224783;Dice Rolling
224783;Hexagon Grid
224783;Map Addition
224783;Modular Board
224783;Variable Phase Order
305096;Area Majority / Influence
305096;Deck, Bag, and Pool Building
305096;End Game Bonuses
305096;Hand Management
305096;Modular Board
305096;Set Collection
305096;Solo / Solitaire Game
305096;Tech Trees / Tech Tracks
305096;Worker Placement
144344;Action Retrieval
144344;Area Majority / Influence
144344;Deck, Bag, and Pool Building
144344;Delayed Purchase
144344;Hand Management
144344;Open Drafting
144344;Set Collection
144344;Turn Order: Claim Action
277659;Dice Rolling
277659;Hand Management
277659;Pick-up and Deliver
277659;Solo / Solitaire Game
277659;Variable Player Powers
760;Card Play Conflict Resolution
760;Hand Management
760;Melding and Splaying
92828;Storytelling
92828;Targeted Clues
92828;Voting
302723;Dice Rolling
302723;Events
302723;Narrative Choice / Paragraph
302723;Scenario / Mission / Campaign Game
302723;Semi-Cooperative Game
302723;Stat Check Resolution
302723;Storytelling
302723;Worker Placement
251661;Action Points
251661;Card Play Conflict Resolution
251661;Cooperative Game
251661;Deck, Bag, and Pool Building
251661;Dice Rolling
251661;Hand Management
251661;Hexagon Grid
251661;Modular Board
251661;Pattern Recognition
251661;Push Your Luck
251661;Role Playing
251661;Storytelling
251661;Variable Player Powers
108745;Closed Drafting
108745;Dice Rolling
108745;Hand Management
108745;Open Drafting
108745;Take That
108745;Victory Points as a Resource
350184;Contracts
350184;End Game Bonuses
350184;Follow
350184;Hand Management
350184;Pattern Building
350184;Solo / Solitaire Game
350184;Tags
350184;Tile Placement
350184;Variable Set-up
350184;Victory Points as a Resource
24181;Advantage Token
24181;Area Majority / Influence
24181;Area Movement
24181;Investment
24181;Ownership
24181;Rondel
24181;Stock Holding
206718;Area Majority / Influence
206718;Hand Management
206718;Open Drafting
206718;Push Your Luck
206718;Set Collection
176734;Dice Rolling
176734;Die Icon Resolution
176734;End Game Bonuses
176734;Events
176734;Variable Player Powers
176734;Worker Placement
176734;Worker Placement, Different Worker Types
246784;Deduction
246784;Hexagon Grid
246784;Modular Board
246784;Pattern Recognition
155873;Auction: Turn Order Until Pass
155873;Catch the Leader
155873;Income
155873;Market
155873;Network and Route Building
155873;Turn Order: Stat-Based
2655;Enclosure
2655;Grid Movement
2655;Hexagon Grid
2655;Pattern Movement
2655;Pieces as Map
2655;Score-and-Reset Game
2655;Three Dimensional Movement
2655;Tile Placement
66589;Advantage Token
66589;Area Movement
66589;Market
66589;Rondel
97207;Auction/Bidding
97207;Hand Management
97207;Selection Order Bid
97207;Simultaneous Action Selection
97207;Worker Placement
316377;Closed Drafting
316377;Hand Management
316377;Set Collection
316377;Simultaneous Action Selection
316377;Variable Player Powers
19777;Auction/Bidding
19777;Pick-up and Deliver
19777;Tech Trees / Tech Tracks
22545;Area Majority / Influence
22545;Set Collection
22545;Turn Order: Claim Action
22545;Worker Placement
22545;Worker Placement, Different Worker Types
299659;Action Points
299659;Dice Rolling
299659;Grid Movement
299659;Hand Management
299659;Modular Board
299659;Trading
299659;Variable Player Powers
311193;End Game Bonuses
311193;Hand Management
311193;Race
311193;Tech Trees / Tech Tracks
311193;Variable Set-up
187617;Action Points
187617;Area Majority / Influence
187617;Area Movement
187617;Cooperative Game
187617;Dice Rolling
187617;Push Your Luck
187617;Simulation
187617;Solo / Solitaire Game
187617;Stat Check Resolution
139976;Action Points
139976;Area Majority / Influence
139976;Area Movement
139976;Dice Rolling
139976;Variable Player Powers
38453;Action Queue
38453;Area Movement
38453;Cooperative Game
38453;Elapsed Real Time Ending
38453;Hand Management
38453;Real-Time
38453;Simultaneous Action Selection
38453;Solo / Solitaire Game
160477;Grid Movement
160477;Hand Management
160477;Pattern Movement
160477;Square Grid
160477;Static Capture
244271;Dice Rolling
244271;Take That
244271;Team-Based Game
244271;Variable Player Powers
181279;Card Play Conflict Resolution
181279;Hidden Movement
181279;Point to Point Movement
181279;Resource to Move
181279;Secret Unit Deployment
181279;Team-Based Game
181279;Variable Player Powers
46213;Drawing
46213;Paper-and-Pencil
154203;Closed Drafting
154203;Contracts
154203;End Game Bonuses
154203;Hand Management
154203;Income
154203;Open Drafting
154203;Solo / Solitaire Game
154203;Take That
154203;Turn Order: Progressive
154203;Variable Player Powers
230253;Cooperative Game
230253;Deck, Bag, and Pool Building
230253;Open Drafting
230253;Player Elimination
230253;Solo / Solitaire Game
230253;Take That
156546;Acting
156546;Communication Limits
156546;Open Drafting
156546;Role Playing
156546;Singing
156546;Team-Based Game
143693;Automatic Resource Growth
143693;End Game Bonuses
143693;Follow
143693;Once-Per-Game Abilities
143693;Open Drafting
143693;Set Collection
143693;Solo / Solitaire Game
143693;Tile Placement
143693;Turn Order: Progressive
143693;Variable Set-up
298047;Cooperative Game
298047;Hand Management
298047;Modular Board
298047;Solo / Solitaire Game
298047;Variable Player Powers
93260;Deck Construction
93260;Dice Rolling
93260;Grid Movement
93260;Hand Management
93260;Stat Check Resolution
93260;Variable Player Powers
54138;Area Majority / Influence
54138;Area Movement
54138;Investment
54138;Ownership
54138;Rondel
54138;Stock Holding
59294;Area Majority / Influence
59294;Auction/Bidding
59294;Grid Movement
59294;Hexagon Grid
59294;Modular Board
59294;Simultaneous Action Selection
59294;Variable Player Powers
48726;Area Majority / Influence
48726;Dice Rolling
48726;Open Drafting
48726;Worker Placement with Dice Workers
227789;Grid Coverage
227789;Highest-Lowest Scoring
227789;Once-Per-Game Abilities
227789;Rondel
227789;Tile Placement
227789;Track Movement
227789;Turn Order: Claim Action
227789;Turn Order: Pass Order
13122;Grid Coverage
13122;Hexagon Grid
13122;Modular Board
13122;Square Grid
13122;Tile Placement
13122;Trading
203420;Cooperative Game
209685;Action Retrieval
209685;Auction: Dutch
209685;Contracts
209685;Deck, Bag, and Pool Building
209685;Hand Management
209685;Increase Value of Unchosen Resources
209685;Open Drafting
209685;Set Collection
257499;Cooperative Game
257499;Dice Rolling
257499;Modular Board
257499;Point to Point Movement
257499;Stat Check Resolution
257499;Variable Player Powers
54;Action Points
54;Area Majority / Influence
54;Auction/Bidding
54;Grid Movement
54;Hexagon Grid
54;Layering
54;Map Addition
54;Modular Board
54;Set Collection
54;Tile Placement
54;Victory Points as a Resource
136888;Dice Rolling
136888;Hand Management
163967;Contracts
163967;Dice Rolling
163967;End Game Bonuses
163967;Follow
163967;Open Drafting
163967;Re-rolling and Locking
163967;Solo / Solitaire Game
163967;Take That
163967;Track Movement
163967;Variable Phase Order
163967;Variable Player Powers
2653;Action Points
2653;Dice Rolling
2653;Grid Movement
2653;Hexagon Grid
2653;Map Reduction
2653;Memory
2653;Modular Board
2653;Secret Unit Deployment
2653;Take That
222509;Area Majority / Influence
222509;Area Movement
222509;Card Play Conflict Resolution
222509;Hand Management
222509;Open Drafting
222509;Solo / Solitaire Game
222509;Variable Player Powers
222509;Worker Placement
291572;Action Points
291572;Area Majority / Influence
291572;Area Movement
291572;Dice Rolling
291572;Hand Management
291572;Negotiation
291572;Scenario / Mission / Campaign Game
291572;Storytelling
291572;Variable Set-up
129622;Deduction
129622;Hand Management
129622;Player Elimination
129622;Score-and-Reset Game
129622;Take That
193037;Action Points
193037;Area Movement
193037;Cooperative Game
193037;Dice Rolling
193037;Hand Management
193037;Push Your Luck
193037;Semi-Cooperative Game
193037;Storytelling
193037;Traitor Game
193037;Variable Player Powers
193037;Voting
184921;Area Majority / Influence
184921;Closed Drafting
184921;End Game Bonuses
184921;Grid Coverage
184921;Square Grid
172081;Action Points
172081;Cooperative Game
172081;Dice Rolling
172081;Grid Movement
172081;Map Addition
172081;Modular Board
172081;Multiple Maps
172081;Solo / Solitaire Game
172081;Square Grid
172081;Three Dimensional Movement
172081;Variable Player Powers
245655;Bias
245655;Bribery
245655;End Game Bonuses
245655;Legacy Game
245655;Storytelling
245655;Voting
188866;Deduction
188866;Hand Management
188866;Trading
270633;Cooperative Game
270633;Deck, Bag, and Pool Building
270633;Hand Management
270633;Open Drafting
270633;Variable Phase Order
270633;Variable Player Powers
5;Hand Management
5;Investment
5;Market
5;Square Grid
5;Stock Holding
5;Tile Placement
5;Victory Points as a Resource
140934;Hand Management
140934;Pattern Building
140934;Set Collection
140934;Tile Placement
172818;Action Points
172818;Dice Rolling
172818;Narrative Choice / Paragraph
172818;Set Collection
172818;Storytelling
172818;Trading
172818;Turn Order: Progressive
285192;Dice Rolling
285192;Map Addition
285192;Role Playing
285192;Solo / Solitaire Game
285192;Storytelling
285192;Tile Placement
40692;Area Majority / Influence
40692;Area Movement
40692;Dice Rolling
40692;Hidden Victory Points
40692;Increase Value of Unchosen Resources
40692;Variable Player Powers
40692;Variable Set-up
40692;Victory Points as a Resource
172;Auction/Bidding
172;Auction: Sealed Bid
172;Auction: Turn Order Until Pass
172;Hand Management
172;Selection Order Bid
50;Hand Management
50;Melding and Splaying
50;Move Through Deck
50;Open Drafting
50;Ordering
50;Push Your Luck
50;Score-and-Reset Game
50;Set Collection
297562;Action Points
297562;Area Majority / Influence
297562;Area Movement
297562;Card Play Conflict Resolution
297562;Hand Management
297562;Open Drafting
297562;Tech Trees / Tech Tracks
45315;Action Queue
45315;Hand Management
45315;Simultaneous Action Selection
45315;Tile Placement
45315;Worker Placement
146439;Campaign / Battle Card Driven
146439;Command Cards
146439;Dice Rolling
146439;Grid Movement
146439;Modular Board
146439;Secret Unit Deployment
146439;Variable Player Powers
304420;Market
304420;Pattern Building
304420;Point to Point Movement
304420;Set Collection
304420;Solo / Solitaire Game
304420;Tile Placement
323612;Deck, Bag, and Pool Building
323612;End Game Bonuses
323612;Hand Management
323612;Income
323612;Set Collection
323612;Solo / Solitaire Game
323612;Turn Order: Claim Action
323612;Worker Placement with Dice Workers
25292;Action Points
25292;Area Movement
25292;Bias
25292;Dice Rolling
25292;Events
25292;Pick-up and Deliver
25292;Race
25292;Variable Player Powers
25292;Variable Set-up
77130;Deck, Bag, and Pool Building
77130;Grid Movement
77130;Hand Management
77130;Modular Board
77130;Open Drafting
77130;Rock-Paper-Scissors
77130;Square Grid
77130;Tech Trees / Tech Tracks
77130;Trading
77130;Variable Player Powers
234277;Worker Placement
219513;Grid Coverage
219513;Open Drafting
219513;Set Collection
219513;Tile Placement
297030;Action Drafting
297030;Income
297030;Open Drafting
297030;Pattern Building
297030;Turn Order: Stat-Based
297030;Variable Set-up
111341;Auction/Bidding
111341;Mancala
111341;Modular Board
111341;Network and Route Building
111341;Open Drafting
111341;Tile Placement
111341;Variable Player Powers
111341;Variable Set-up
176920;Action Retrieval
176920;Area Majority / Influence
176920;Area Movement
176920;Hand Management
176920;Simultaneous Action Selection
176920;Take That
176920;Turn Order: Role Order
21241;Area Majority / Influence
21241;Connections
21241;Grid Movement
21241;Hand Management
21241;Hexagon Grid
21241;Line of Sight
21241;Player Elimination
21241;Solo / Solitaire Game
21241;Team-Based Game
21241;Tile Placement
21241;Variable Player Powers
59959;Hidden Movement
59959;Memory
59959;Point to Point Movement
59959;Secret Unit Deployment
59959;Team-Based Game
256680;Area Movement
256680;Cooperative Game
256680;Events
256680;Push Your Luck
256680;Random Production
256680;Scenario / Mission / Campaign Game
256680;Solo / Solitaire Game
256680;Sudden Death Ending
256680;Trading
256680;Variable Player Powers
256680;Variable Set-up
39856;Race
39856;Storytelling
39856;Targeted Clues
39856;Voting
234;Area Majority / Influence
234;Campaign / Battle Card Driven
234;Dice Rolling
234;Events
234;Point to Point Movement
234;Simulation
181304;Communication Limits
181304;Cooperative Game
181304;Deduction
181304;Finale Ending
181304;Hand Management
181304;Pattern Recognition
181304;Storytelling
181304;Voting
199042;Cooperative Game
199042;Deck, Bag, and Pool Building
199042;Scenario / Mission / Campaign Game
199042;Variable Player Powers
70919;Action Points
70919;Contracts
70919;Dice Rolling
70919;End Game Bonuses
70919;Grid Movement
70919;Hexagon Grid
70919;Modular Board
70919;Network and Route Building
70919;Pattern Building
70919;Set Collection
70919;Tile Placement
366161;Dice Rolling
366161;End Game Bonuses
366161;Hand Management
366161;Open Drafting
366161;Set Collection
366161;Solo / Solitaire Game
47;Enclosure
47;Income
47;Investment
47;Negotiation
47;Set Collection
47;Tile Placement
47;Trading
47;Victory Points as a Resource
319966;Area Majority / Influence
319966;Campaign / Battle Card Driven
319966;Communication Limits
319966;Hand Management
319966;Map Reduction
319966;Team-Based Game
319966;Turn Order: Pass Order
319966;Variable Set-up
258779;Network and Route Building
258779;Open Drafting
258779;Pattern Building
258779;Simultaneous Action Selection
258779;Tech Trees / Tech Tracks
258779;Tile Placement
258779;Variable Player Powers
163745;Action Queue
163745;Critical Hits and Failures
163745;Dice Rolling
163745;Line of Sight
163745;Movement Template
163745;Simulation
163745;Variable Player Powers
37046;Cooperative Game
37046;Dice Rolling
37046;Grid Movement
37046;Modular Board
37046;Move Through Deck
37046;Solo / Solitaire Game
37046;Variable Player Powers
119890;Automatic Resource Growth
119890;Enclosure
119890;Increase Value of Unchosen Resources
119890;Tile Placement
119890;Worker Placement
41114;Hidden Roles
41114;Memory
41114;Roles with Asymmetric Information
41114;Simultaneous Action Selection
41114;Team-Based Game
41114;Traitor Game
41114;Voting
234487;Action Points
234487;Contracts
234487;Deck, Bag, and Pool Building
234487;Modular Board
234487;Open Drafting
234487;Tile Placement
234487;Turn Order: Progressive
234487;Variable Player Powers
234487;Variable Set-up
192458;Hand Management
192458;Open Drafting
192458;Variable Phase Order
192458;Variable Player Powers
192458;Worker Placement
101721;Deck Construction
101721;Dice Rolling
101721;Grid Movement
101721;Line of Sight
101721;Simultaneous Action Selection
101721;Square Grid
101721;Turn Order: Progressive
101721;Variable Player Powers
63888;Advantage Token
63888;Hand Management
63888;Layering
63888;Melding and Splaying
63888;Take That
63888;Tech Trees / Tech Tracks
63888;Variable Phase Order
128271;Area Majority / Influence
128271;Layering
128271;Multi-Use Cards
128271;Open Drafting
128271;Simultaneous Action Selection
128271;Solo / Solitaire Game
128271;Tile Placement
246192;Action Queue
246192;Contracts
246192;Open Drafting
8217;Action Drafting
8217;Follow
8217;Hand Management
8217;Multi-Use Cards
8217;Set Collection
8217;Variable Phase Order
90137;Area Majority / Influence
90137;Deck, Bag, and Pool Building
90137;Dice Rolling
90137;Hand Management
90137;Open Drafting
25554;Area Majority / Influence
25554;Closed Drafting
25554;Point to Point Movement
39683;Contracts
39683;Income
39683;Loans
39683;Market
39683;Open Drafting
39683;Set Collection
39683;Solo / Solitaire Game
39683;Turn Order: Progressive
244711;Action Retrieval
244711;Closed Drafting
244711;Deck, Bag, and Pool Building
244711;End Game Bonuses
244711;Hand Management
244711;Income
244711;Open Drafting
244711;Point to Point Movement
244711;Solo / Solitaire Game
244711;Tech Trees / Tech Tracks
244711;Tile Placement
244711;Turn Order: Progressive
244711;Variable Set-up
250458;Area Majority / Influence
250458;Hand Management
250458;Set Collection
250458;Worker Placement
245934;Area Movement
245934;Contracts
245934;End Game Bonuses
245934;Open Drafting
245934;Tile Placement
245934;Turn Order: Progressive
245934;Variable Set-up
295374;Betting and Bluffing
295374;Dice Rolling
295374;End Game Bonuses
295374;Paper-and-Pencil
295374;Race
295374;Solo / Solitaire Game
295374;Victory Points as a Resource
24480;Events
24480;Market
24480;Turn Order: Random
24480;Worker Placement
24480;Worker Placement, Different Worker Types
318184;Deck, Bag, and Pool Building
318184;End Game Bonuses
318184;Hand Management
318184;Market
318184;Move Through Deck
318184;Scenario / Mission / Campaign Game
318184;Solo / Solitaire Game
318184;Variable Player Powers
318184;Variable Set-up
155987;Auction/Bidding
155987;Hand Management
155987;Memory
155987;Open Drafting
155987;Push Your Luck
155987;Set Collection
150145;Predictive Bid
150145;Trick-taking
284653;Deduction
284653;Grid Movement
284653;Hidden Movement
284653;Paper-and-Pencil
284653;Point to Point Movement
284653;Team-Based Game
284653;Variable Player Powers
182134;Action Points
182134;Events
182134;Hand Management
182134;Secret Unit Deployment
182134;Simulation
182134;Take That
182134;Turn Order: Progressive
318084;Auction Compensation
318084;Auction/Bidding
318084;Auction: Fixed Placement
318084;Auction: Multiple Lot
318084;Constrained Bidding
318084;Open Drafting
318084;Turn Order: Progressive
318084;Variable Player Powers
318084;Variable Set-up
1;Alliances
1;Area Majority / Influence
1;Auction/Bidding
1;Dice Rolling
1;Hand Management
1;Simultaneous Action Selection
269210;Dice Rolling
269210;Paper-and-Pencil
269210;Re-rolling and Locking
269210;Solo / Solitaire Game
9217;Income
9217;Open Drafting
9217;Set Collection
260428;Action Points
260428;Cooperative Game
260428;Dice Rolling
260428;Events
260428;Hand Management
260428;Point to Point Movement
260428;Set Collection
260428;Solo / Solitaire Game
260428;Variable Player Powers
215311;Auction/Bidding
215311;Betting and Bluffing
215311;Hand Management
215311;Moving Multiple Units
215311;Predictive Bid
215311;Race
215311;Track Movement
215311;Variable Player Powers
40354;Auction/Bidding
40354;Hand Management
40354;Negotiation
40354;Point to Point Movement
40354;Secret Unit Deployment
40354;Simulation
40354;Tug of War
40354;Variable Set-up
301880;Contracts
301880;Dice Rolling
301880;Hand Management
301880;Open Drafting
301880;Solo / Solitaire Game
301880;Variable Player Powers
301880;Worker Placement
301880;Worker Placement, Different Worker Types
33160;Area Majority / Influence
33160;Hand Management
33160;Open Drafting
33160;Set Collection
33160;Tech Trees / Tech Tracks
17392;Campaign / Battle Card Driven
17392;Dice Rolling
17392;Events
17392;Hand Management
17392;Movement Points
17392;Point to Point Movement
17392;Scenario / Mission / Campaign Game
17392;Simulation
17392;Variable Player Powers
17392;Variable Set-up
195539;Area Majority / Influence
195539;Auction/Bidding
195539;Hand Management
195539;Memory
195539;Open Drafting
195539;Take That
195539;Variable Player Powers
195539;Worker Placement
195539;Worker Placement, Different Worker Types
70323;Dice Rolling
70323;Die Icon Resolution
70323;King of the Hill
70323;Open Drafting
70323;Player Elimination
70323;Push Your Luck
70323;Re-rolling and Locking
70323;Tags
31594;Action Drafting
31594;Events
31594;Hand Management
31594;Turn Order: Stat-Based
31594;Variable Set-up
21348;Hand Management
21348;Network and Route Building
21348;Open Drafting
21348;Point to Point Movement
21348;Set Collection
277085;Hand Management
277085;Player Elimination
277085;Score-and-Reset Game
265736;End Game Bonuses
265736;Follow
265736;Grid Coverage
265736;Pattern Building
265736;Player Elimination
265736;Solo / Solitaire Game
265736;Turn Order: Progressive
265736;Variable Phase Order
265736;Variable Player Powers
265736;Variable Set-up
144592;Area Majority / Influence
144592;Auction/Bidding
144592;Modular Board
144592;Open Drafting
144592;Worker Placement
256226;End Game Bonuses
256226;Modular Board
256226;Open Drafting
256226;Pattern Building
256226;Set Collection
256226;Tile Placement
256226;Turn Order: Claim Action
240980;Betting and Bluffing
240980;Deduction
240980;Hidden Roles
240980;Negotiation
240980;Prisoner's Dilemma
240980;Rock-Paper-Scissors
240980;Roles with Asymmetric Information
240980;Team-Based Game
240980;Variable Player Powers
240980;Voting
262211;Action Queue
262211;Bias
262211;Cooperative Game
262211;Dice Rolling
262211;Events
262211;Hexagon Grid
262211;Modular Board
262211;Solo / Solitaire Game
262211;Tech Trees / Tech Tracks
262211;Tile Placement
262211;Turn Order: Progressive
262211;Variable Player Powers
372;Card Play Conflict Resolution
372;Hand Management
372;Melding and Splaying
372;Set Collection
236191;Action Queue
236191;Hand Management
236191;Loans
236191;Open Drafting
236191;Take That
166669;Action Drafting
166669;Follow
166669;Hand Management
166669;Set Collection
166669;Variable Phase Order
71;Area Majority / Influence
71;Area Movement
71;Hand Management
71;Set Collection
71;Tech Trees / Tech Tracks
71;Trading
71;Turn Order: Stat-Based
15987;Cooperative Game
15987;Dice Rolling
15987;Events
15987;Finale Ending
15987;Hand Management
15987;Lose a Turn
15987;Point to Point Movement
15987;Role Playing
15987;Solo / Solitaire Game
15987;Stat Check Resolution
15987;Variable Player Powers
202426;Auction/Bidding
202426;Negotiation
202426;Real-Time
202426;Trading
202426;Variable Player Powers
194594;Deck, Bag, and Pool Building
194594;Dice Rolling
194594;Open Drafting
194594;Random Production
198773;Communication Limits
198773;Memory
198773;Push Your Luck
198773;Team-Based Game
246684;Action Queue
246684;Area Majority / Influence
246684;Layering
246684;Network and Route Building
246684;Simultaneous Action Selection
246684;Solo / Solitaire Game
246684;Variable Set-up
204305;Cooperative Game
204305;Solo / Solitaire Game
204305;Storytelling
336986;Contracts
336986;End Game Bonuses
336986;Hand Management
336986;Modular Board
336986;Worker Placement
170771;Action Points
170771;Area Movement
170771;Cooperative Game
170771;Dice Rolling
170771;Modular Board
170771;Role Playing
170771;Solo / Solitaire Game
170771;Variable Player Powers
154809;Area Majority / Influence
154809;Variable Phase Order
40765;Action Points
40765;Area Majority / Influence
40765;Dice Rolling
40765;Grid Movement
40765;Hand Management
40765;Hexagon Grid
40765;Modular Board
40765;Tech Trees / Tech Tracks
40765;Trading
329839;Communication Limits
329839;Cooperative Game
251658;Closed Drafting
251658;Cooperative Game
251658;Hand Management
251658;Layering
251658;Solo / Solitaire Game
251658;Tile Placement
161614;Auction/Bidding
161614;Auction: Fixed Placement
161614;Commodity Speculation
161614;Constrained Bidding
161614;Investment
161614;Market
161614;Open Drafting
161614;Stock Holding
161614;Victory Points as a Resource
54625;Action Points
54625;Dice Rolling
54625;Grid Movement
54625;Modular Board
54625;Scenario / Mission / Campaign Game
229220;Dice Rolling
229220;Network and Route Building
229220;Open Drafting
229220;Set Collection
229220;Tile Placement
229220;Variable Player Powers
92415;Auction/Bidding
92415;Bids As Wagers
92415;Hand Management
92415;Player Elimination
138161;Area Movement
138161;Dice Rolling
138161;Open Drafting
138161;Pick-up and Deliver
138161;Solo / Solitaire Game
138161;Take That
138161;Trading
138161;Variable Player Powers
121;Alliances
121;Area Majority / Influence
121;Area Movement
121;Auction/Bidding
121;Force Commitment
121;Hand Management
121;Map Deformation
121;Team-Based Game
121;Variable Player Powers
186751;Area Movement
186751;Campaign / Battle Card Driven
186751;Command Cards
186751;Dice Rolling
186751;Hand Management
186751;Line of Sight
186751;Open Drafting
186751;Player Elimination
186751;Scenario / Mission / Campaign Game
186751;Simulation
186751;Team-Based Game
186751;Variable Player Powers
365717;Deck, Bag, and Pool Building
365717;Delayed Purchase
365717;End Game Bonuses
365717;Movement Points
365717;Open Drafting
365717;Player Elimination
365717;Point to Point Movement
365717;Push Your Luck
365717;Tile Placement
365717;Variable Set-up
36932;Dice Rolling
36932;Grid Movement
36932;Line of Sight
36932;Modular Board
36932;Scenario / Mission / Campaign Game
36932;Variable Player Powers
55670;Action Points
55670;Dice Rolling
55670;Hand Management
55670;Network and Route Building
55670;Open Drafting
55670;Pick-up and Deliver
55670;Set Collection
66188;Action Queue
66188;Grid Movement
66188;Market
66188;Set Collection
66188;Simultaneous Action Selection
66188;Turn Order: Stat-Based
66188;Worker Placement
128671;Auction/Bidding
128671;Betting and Bluffing
128671;Bribery
128671;Dice Rolling
128671;Grid Movement
128671;Hand Management
128671;Movement Points
128671;Sudden Death Ending
128671;Trading
128671;Variable Player Powers
243;Critical Hits and Failures
243;Dice Rolling
243;Grid Movement
243;Hexagon Grid
243;Interrupts
243;Line of Sight
243;Modular Board
243;Movement Points
243;Ratio / Combat Results Table
243;Scenario / Mission / Campaign Game
243;Secret Unit Deployment
243;Simulation
243;Variable Player Powers
243;Variable Set-up
124708;Area Movement
124708;Cooperative Game
124708;Dice Rolling
124708;Multiple Maps
124708;Role Playing
124708;Scenario / Mission / Campaign Game
124708;Storytelling
124708;Variable Player Powers
34219;Auction/Bidding
34219;Auction: Turn Order Until Pass
34219;Closed Drafting
34219;Commodity Speculation
34219;Hand Management
34219;Set Collection
260180;Action Points
260180;Open Drafting
260180;Pattern Building
260180;Tile Placement
262543;Race
262543;Targeted Clues
262543;Team-Based Game
63628;Action Retrieval
63628;Closed Drafting
63628;Race
63628;Take That
63628;Worker Placement
63628;Worker Placement, Different Worker Types
215341;Deck, Bag, and Pool Building
351913;Action Points
351913;Contracts
351913;Dice Rolling
351913;End Game Bonuses
351913;Point to Point Movement
351913;Set Collection
274638;Action Points
274638;Card Play Conflict Resolution
274638;Hand Management
274638;Line of Sight
